---
tags:
- networking
- l1
- flashcard-deck
- mellanox-switches
---
<!-- wiki:breadcrumb:start -->
[Portal](../../../../library/portal/index.md) | **Level:** [L1: Foundations](../../../../library/portal/levels.md) | **Topics:** [Mellanox Switches](../../../../library/portal/topics.md) | **Domain:** Networking
<!-- wiki:breadcrumb:end -->

id	category	difficulty	tags	question	answer	source_path
mellanox-switches/a3b4c5d6e7f8	mellanox-switches	medium	mellanox, dcbx	What is DCBX and why does trust mode matter for RoCE?	Data Center Bridging Capability Exchange — negotiates PFC, ETS, and priority settings between switch and NIC. Trust mode (L2 CoS vs DSCP) must match on both sides, or RDMA traffic lands in the wrong queue and is not protected by PFC.\n\nRemember: RDMA = bypass CPU for low latency. RoCE = RDMA over Ethernet. v2 uses UDP.\n\nName origin: DCBX = Data Center Bridging Capability eXchange. It auto-negotiates lossless Ethernet parameters between switch and NIC.	training/library/topics/mellanox-switches/footguns.md
mellanox-switches/b4c5d6e7f8a9	mellanox-switches	medium	mellanox, firmware	Describe the Onyx firmware upgrade workflow (key commands in order).	1) <code>image fetch scp://...</code> to download image<br>2) <code>show images</code> to verify<br>3) <code>image install &lt;img&gt;</code> to install to next partition<br>4) <code>image boot next</code> to set boot partition<br>5) <code>configuration write</code> to save config<br>6) <code>reload</code>\n\nRemember: ONYX = Mellanox switch OS. Cumulus = Linux-based NOS. Both on Spectrum ASICs.\n\nGotcha: Always verify the new firmware version supports your optics and ASIC generation before upgrading. Incompatible firmware can brick ports.	training/library/topics/mellanox-switches/street_ops.md
mellanox-switches/c5d6e7f8a9b0	mellanox-switches	medium	mellanox, firmware	How does Onyx support firmware rollback?	Onyx has dual boot partitions. If a new firmware fails, you can select the previous partition at boot to roll back to the last known-good version.\n\nRemember: ONYX = Mellanox switch OS. Cumulus = Linux-based NOS. Both on Spectrum ASICs.\n\nUnder the hood: Onyx uses an A/B partition scheme — firmware installs to the inactive partition. If boot fails, the bootloader falls back to the previous partition.	training/library/topics/mellanox-switches/street_ops.md
mellanox-switches/d6e7f8a9b0c1	mellanox-switches	medium	mellanox, mlag, isl	What is an ISL in MLAG and what happens if it fails?	The Inter-Switch Link connects MLAG peer switches. If the ISL fails, both switches become primary (split-brain), causing duplicate packets and MAC flapping downstream.\n\nRemember: MLAG = two switches as one. Like LACP but across a switch pair.\n\nDebug clue: If MLAG peers disagree on state, check `show mlag` and compare peer status. ISL failure is the #1 cause of MLAG split-brain.	training/library/topics/mellanox-switches/footguns.md
mellanox-switches/e7f8a9b0c1d2	mellanox-switches	medium	mellanox, wjh, drops	Name three common WJH drop reasons and what they indicate.	BUFFER_CONGESTION: traffic burst exceeded buffer capacity. INGRESS_ACL: packet matched a deny ACL. BLACKHOLE_ROUTE: packet matched a null or missing route.\n\nRemember: Mellanox/NVIDIA = high-performance networking. InfiniBand for HPC, Spectrum for Ethernet.\n\nUnder the hood: Spectrum ASICs provide wire-speed L2/L3 with programmable pipeline.\n\nDebug clue: BUFFER_CONGESTION + no ECN marks = ECN is not configured. INGRESS_ACL drops = check `show access-list`. BLACKHOLE_ROUTE = check `show ip route`.	training/library/topics/mellanox-switches/street_ops.md
mellanox-switches/f8a9b0c1d2e3	mellanox-switches	medium	mellanox, dom, optics	What DOM readings should you monitor on Mellanox switch transceivers?	"Rx power (below -10 dBm is concerning), temperature (above 70C is a warning), and Tx bias current (increasing bias indicates optic degradation). Access via <code>show interfaces ethernet 1/1 transceiver diagnostics</code>.\n\nFun fact: Mellanox acquired by NVIDIA (2020, $6.9B). Powers AI/HPC networking.\n\nRemember: ""Rx power is king."" Below -10 dBm means dirty fiber, bad splice, or failing optic. Above -1 dBm means the optic is overdriving the receiver."	training/library/topics/mellanox-switches/street_ops.md
mellanox-switches/a9b0c1d2e3f4	mellanox-switches	medium	mellanox, config, backup	How do you back up and restore configuration on an Onyx switch?	Backup: <code>configuration upload scp://user@server/path.cfg</code><br>Restore: <code>configuration fetch scp://...</code> then <code>configuration switch-to fetched-config.cfg</code> then <code>configuration write</code>\n\nRemember: ONYX = Mellanox switch OS. Cumulus = Linux-based NOS. Both on Spectrum ASICs.\n\nGotcha: Restoring a config from a different firmware version may fail silently. Always upgrade firmware first, then restore config.	training/library/topics/mellanox-switches/street_ops.md
mellanox-switches/b0c1d2e3f4a5	mellanox-switches	medium	mellanox, buffers	How does the Spectrum shared buffer architecture differ from per-port buffers?	Spectrum uses a shared memory pool that any port can draw from, rather than fixed per-port allocations. This is better for bursty traffic but means one congested port can consume buffer space needed by other ports.\n\nRemember: Spectrum ASICs: -1(100G), -2(200G), -3(400G), -4(800G). Each gen ~doubles.\n\nGotcha: One elephant flow can consume shared buffers meant for other ports. Use buffer management profiles to set per-port limits.	training/library/topics/mellanox-switches/footguns.md
mellanox-switches/c1d2e3f4a5b6	mellanox-switches	medium	mellanox, breakout	What is port breakout on a Mellanox switch and what is the oversubscription risk?	Breaking one high-speed port into multiple lower-speed ports (e.g., 1x100G into 4x25G). Total bandwidth does not increase — the existing bandwidth is split. With full breakout, effective oversubscription may increase.\n\nFun fact: Mellanox acquired by NVIDIA (2020, $6.9B). Powers AI/HPC networking.\n\nExample: Breaking 1x100G into 4x25G is common for connecting 25G servers. Total bandwidth stays 100G — you\'re splitting, not multiplying.	training/library/topics/mellanox-switches/footguns.md
mellanox-switches/d2e3f4a5b6c7	mellanox-switches	medium	mellanox, syslog	How do you configure syslog forwarding on an Onyx switch?	<code>logging host 10.0.0.100 port 514</code> and <code>logging level info</code>. Feed into a centralized logging system (ELK, Splunk, Loki).\n\nRemember: ONYX = Mellanox switch OS. Cumulus = Linux-based NOS. Both on Spectrum ASICs.\n\nGotcha: Default syslog level may be too verbose for production. Start with `logging level warning` and increase if needed.	training/library/topics/mellanox-switches/street_ops.md
mellanox-switches/e3f4a5b6c7d8	mellanox-switches	medium	mellanox, pfc, watchdog	What is the PFC watchdog and why should you enable it?	PFC watchdog detects stuck PFC states (where a port is paused indefinitely). When detected, it disables PFC on that port to prevent a PFC storm from cascading across the fabric. Enable with <code>priority-flow-control watchdog enable</code>.\n\nRemember: DCB = lossless Ethernet. PFC=flow control, ECN=congestion notification. For RoCE.\n\nWar story: Without PFC watchdog, a single misbehaving NIC can cascade PFC pauses across an entire datacenter fabric, causing minutes of downtime.	training/library/topics/mellanox-switches/footguns.md
mellanox-switches/f4a5b6c7d8e9	mellanox-switches	hard	mellanox, roce, tuning	What three mechanisms must be configured together for a properly functioning RoCEv2 lossless fabric?	"1) PFC — to pause traffic before buffer overflow<br>2) ECN — to signal senders to back off before PFC activates<br>3) DCBX trust mode — to ensure traffic is classified into the correct priority queue on both switch and NIC\n\nRemember: RDMA = bypass CPU for low latency. RoCE = RDMA over Ethernet. v2 uses UDP.\n\nName origin: RDMA = Remote Direct Memory Access. RoCE = RDMA over Converged Ethernet. v2 added UDP encapsulation for L3 routing.\n\nRemember: ""PFC + ECN + DCBX = the lossless trio."" Miss any one and RoCE performance degrades unpredictably."	training/library/topics/mellanox-switches/street_ops.md
mellanox-switches/a5b6c7d8e9f0	mellanox-switches	hard	mellanox, pfc, storm	Explain how a PFC storm propagates through a datacenter fabric.	A slow receiver causes its ingress port to buffer. When the buffer fills, PFC sends pause frames upstream. The upstream switch port buffers, fills, and sends PFC pauses further upstream. This cascading pause can reach spine switches, pausing unrelated traffic across the entire fabric.\n\nRemember: DCB = lossless Ethernet. PFC=flow control, ECN=congestion notification. For RoCE.\n\nDebug clue: Check `show interfaces ethernet counters pfc` for pause frame counts. A port sending millions of pause frames per second is the storm source.	training/library/topics/mellanox-switches/footguns.md
mellanox-switches/b6c7d8e9f0a1	mellanox-switches	hard	mellanox, mlag, issu	What is ISSU in the context of Mellanox MLAG, and what is the correct upgrade procedure?	"In-Service Software Upgrade — upgrading firmware on one MLAG peer at a time without traffic disruption. Procedure: upgrade peer 1, verify MLAG reconverges and traffic is healthy, then upgrade peer 2. Both peers must end up on the same firmware version.\n\nFun fact: Mellanox acquired by NVIDIA (2020, $6.9B). Powers AI/HPC networking.\n\nRemember: ""ISSU = upgrade one peer at a time."" Traffic flows through the surviving peer during each upgrade. Both peers must end on the same version."	training/library/topics/mellanox-switches/street_ops.md
mellanox-switches/c7d8e9f0a1b2	mellanox-switches	hard	mellanox, api, security	What is the security risk of the Onyx REST API and how should it be secured in production?	The REST API provides full read-write access to switch configuration. If enabled without authentication (common in lab), it is a critical vulnerability. Secure with: HTTPS, strong authentication, management ACLs limiting source IPs, and regular access log auditing.\n\nRemember: ONYX = Mellanox switch OS. Cumulus = Linux-based NOS. Both on Spectrum ASICs.\n\nGotcha: Some lab environments enable the REST API with default credentials. This is a critical vulnerability — any script can reconfigure the switch remotely.	training/library/topics/mellanox-switches/footguns.md
mellanox-switches/d8e9f0a1b2c3	mellanox-switches	hard	mellanox, wjh, debug	Why might WJH show no drops even when packets are being lost, and how do you fix this?	"WJH channels (forwarding, ACL) may not be enabled by default on some firmware versions. Enable with: <code>what-just-happened forwarding enable</code> and <code>what-just-happened acl enable</code>. Also enable auto-export.\n\nRemember: Mellanox/NVIDIA = high-performance networking. InfiniBand for HPC, Spectrum for Ethernet.\n\nUnder the hood: Spectrum ASICs provide wire-speed L2/L3 with programmable pipeline.\n\nRemember: ""No WJH output ≠ no drops."" Always verify WJH channels are enabled: `what-just-happened forwarding enable`."	training/library/topics/mellanox-switches/footguns.md
mellanox-switches/e9f0a1b2c3d4	mellanox-switches	hard	mellanox, thermal	What happens when a Spectrum ASIC exceeds its thermal threshold, and how do you prevent it?	The switch silently thermal-throttles, reducing port speeds to lower heat. Monitor via <code>show environment</code> and SNMP. Alert when ASIC temp exceeds 85C. Ensure proper hot/cold aisle separation and adequate rack airflow.\n\nRemember: Spectrum ASICs: -1(100G), -2(200G), -3(400G), -4(800G). Each gen ~doubles.\n\nNumber anchor: Spectrum ASICs throttle around 105°C junction temperature. Alert at 85°C to catch airflow problems before performance degrades.	training/library/topics/mellanox-switches/footguns.md
mellanox-switches/f0a1b2c3d4e5	mellanox-switches	easy	mellanox, models	Which Mellanox switch model series is most commonly deployed as a ToR/leaf switch?	The SN2100 (16x100G) and SN2700 (32x100G) from the Spectrum (SN2000) family are the most common leaf/ToR choices.\n\nRemember: Mellanox/NVIDIA = high-performance networking. InfiniBand for HPC, Spectrum for Ethernet.\n\nUnder the hood: Spectrum ASICs provide wire-speed L2/L3 with programmable pipeline.\n\nUnder the hood: SN2100 is popular as a leaf switch because 16x100G fits most rack sizes. SN2700 (32x100G) is used when higher density is needed.	training/library/topics/mellanox-switches/primer.md
mellanox-switches/a1c2d3e4f5a6	mellanox-switches	medium	mellanox, licensing	What features are included in the Mellanox/Onyx base license?	L2/L3 switching, BGP, OSPF, VXLAN, MLAG, RDMA/RoCE, WJH, REST API, and SNMP. The base license is more feature-rich than many competitors.\n\nFun fact: Mellanox acquired by NVIDIA (2020, $6.9B). Powers AI/HPC networking.\n\nFun fact: Unlike Cisco where BGP and OSPF often require separate licenses, Mellanox/NVIDIA includes L3 routing in the base license — a significant cost advantage.	training/library/topics/mellanox-switches/primer.md
mellanox-switches/b2d3e4f5a6b7	mellanox-switches	hard	mellanox, optics, qualified	What can happen with non-qualified optics on Mellanox switches?	Non-qualified optics may be silently degraded: speed-limited, DOM unavailable, or intermittent CRC errors. The switch validates transceiver vendor/part against a qualified list. Some firmware allows overriding the check but this is unsupported.\n\nFun fact: Mellanox acquired by NVIDIA (2020, $6.9B). Powers AI/HPC networking.\n\nWar story: Using cheap third-party optics saved $500 per port but caused intermittent CRC errors under load, resulting in packet loss that was invisible to monitoring until WJH was enabled.	training/library/topics/mellanox-switches/footguns.md
mellanox-switches/c3e4f5a6b7c8	mellanox-switches	easy	mellanox, onyx, show	What Onyx command shows hardware temperature, fan speed, and PSU status?	"<code>show environment</code>\n\nRemember: ONYX = Mellanox switch OS. Cumulus = Linux-based NOS. Both on Spectrum ASICs.\n\nRemember: ""show environment = health check."" Check it after any maintenance window or airflow changes."	training/library/topics/mellanox-switches/primer.md

<!-- wiki:related:start -->
---

## Wiki Navigation

### Related Content

- [Mellanox Switches](../../../../library/topics/mellanox-switches/index.md) (Topic Pack, L2) — Mellanox Switches

<!-- wiki:related:end -->
